RECORDING_SESSION_LABEL,TRIAL_INDEX,EYE_USED,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_DURATION,CURRENT_FIX_X,CURRENT_FIX_X_RESOLUTION,CURRENT_FIX_Y,CURRENT_FIX_Y_RESOLUTION,NEXT_FIX_DIRECTION,NEXT_FIX_DISTANCE,NEXT_FIX_START,NEXT_FIX_END,NEXT_FIX_DURATION,NEXT_FIX_X,NEXT_FIX_X_RESOLUTION,NEXT_FIX_Y,NEXT_FIX_Y_RESOLUTION,PREVIOUS_FIX_DIRECTION,PREVIOUS_FIX_DISTANCE,PREVIOUS_FIX_START,PREVIOUS_FIX_END,PREVIOUS_FIX_DURATION,PREVIOUS_FIX_X,PREVIOUS_FIX_X_RESOLUTION,PREVIOUS_FIX_Y,PREVIOUS_FIX_Y_RESOLUTION
2,1,RIGHT,1,7,107,101,596.9,32,635.3,43.2,UP,8.24,158,467,310,473.6,31.3,327.2,41.65,.,.,.,.,.,.,.,.,.
2,1,RIGHT,2,158,467,310,473.6,31.3,327.2,41.65,UP,4.11,521,723,203,466.4,31.25,156.7,41.4,DOWN,8.24,7,107,101,596.9,32,635.3,43.2
2,1,RIGHT,3,521,723,203,466.4,31.25,156.7,41.4,UP,2.63,747,969,223,432.4,31.3,57.6,41.45,DOWN,4.11,158,467,310,473.6,31.3,327.2,41.65
2,1,RIGHT,4,747,969,223,432.4,31.3,57.6,41.45,RIGHT,1.85,994,1303,310,488.2,31.3,37.3,41.5,DOWN,2.63,521,723,203,466.4,31.25,156.7,41.4
2,1,RIGHT,5,994,1303,310,488.2,31.3,37.3,41.5,LEFT,6.28,1350,1603,254,290.1,31.8,37.5,41.8,LEFT,1.85,747,969,223,432.4,31.3,57.6,41.45
2,1,RIGHT,6,1350,1603,254,290.1,31.8,37.5,41.8,LEFT,3.38,1632,1862,231,181.6,32.35,38.4,42.2,RIGHT,6.28,994,1303,310,488.2,31.3,37.3,41.5
2,1,RIGHT,7,1632,1862,231,181.6,32.35,38.4,42.2,RIGHT,6.12,1903,2161,259,376.8,31.5,43.3,41.6,RIGHT,3.38,1350,1603,254,290.1,31.8,37.5,41.8
2,1,RIGHT,8,1903,2161,259,376.8,31.5,43.3,41.6,RIGHT,6.71,2215,2472,258,587.3,31.3,55.4,41.5,LEFT,6.12,1632,1862,231,181.6,32.35,38.4,42.2
2,1,RIGHT,9,2215,2472,258,587.3,31.3,55.4,41.5,RIGHT,0.66,2486,2712,227,606.4,31.3,44.5,41.5,LEFT,6.71,1903,2161,259,376.8,31.5,43.3,41.6
2,1,RIGHT,10,2486,2712,227,606.4,31.3,44.5,41.5,RIGHT,2.37,2739,2999,261,680.8,31.5,45.7,41.6,LEFT,0.66,2215,2472,258,587.3,31.3,55.4,41.5
2,1,RIGHT,11,2739,2999,261,680.8,31.5,45.7,41.6,LEFT,3.01,3196,3427,232,596.3,31.3,101.4,41.4,LEFT,2.37,2486,2712,227,606.4,31.3,44.5,41.5
2,1,RIGHT,12,3196,3427,232,596.3,31.3,101.4,41.4,.,0.38,4117,4369,253,607.7,31.3,96.5,41.4,RIGHT,3.01,2739,2999,261,680.8,31.5,45.7,41.6
2,1,RIGHT,13,4117,4369,253,607.7,31.3,96.5,41.4,UP,1.18,4389,4655,267,585,31.3,58,41.45,.,0.38,3196,3427,232,596.3,31.3,101.4,41.4
2,1,RIGHT,14,4389,4655,267,585,31.3,58,41.45,LEFT,1.24,4680,5077,398,546.5,31.2,54.2,41.4,DOWN,1.18,4117,4369,253,607.7,31.3,96.5,41.4
2,1,RIGHT,15,4680,5077,398,546.5,31.2,54.2,41.4,RIGHT,3.3,5107,5476,370,649.7,31.4,53.4,41.5,RIGHT,1.24,4389,4655,267,585,31.3,58,41.45
2,1,RIGHT,16,5107,5476,370,649.7,31.4,53.4,41.5,LEFT,3.71,5627,5798,172,534.3,31.2,69.2,41.4,LEFT,3.3,4680,5077,398,546.5,31.2,54.2,41.4
2,1,RIGHT,17,5627,5798,172,534.3,31.2,69.2,41.4,LEFT,5.7,5839,6023,185,356.3,31.5,48.3,41.6,RIGHT,3.71,5107,5476,370,649.7,31.4,53.4,41.5
2,1,RIGHT,18,5839,6023,185,356.3,31.5,48.3,41.6,LEFT,6.38,6067,6309,243,152.1,32.6,35.5,42.3,RIGHT,5.7,5627,5798,172,534.3,31.2,69.2,41.4
2,1,RIGHT,19,6067,6309,243,152.1,32.6,35.5,42.3,RIGHT,3.16,6338,6619,282,254.3,32,34.5,41.9,RIGHT,6.38,5839,6023,185,356.3,31.5,48.3,41.6
2,1,RIGHT,20,6338,6619,282,254.3,32,34.5,41.9,RIGHT,3.24,6654,6831,178,357.2,31.55,36.5,41.65,LEFT,3.16,6067,6309,243,152.1,32.6,35.5,42.3
2,1,RIGHT,21,6654,6831,178,357.2,31.55,36.5,41.65,RIGHT,2.5,6867,7262,396,435.8,31.3,42,41.5,LEFT,3.24,6338,6619,282,254.3,32,34.5,41.9
2,1,RIGHT,22,6867,7262,396,435.8,31.3,42,41.5,RIGHT,4.49,7307,7625,319,576.4,31.3,46,41.45,LEFT,2.5,6654,6831,178,357.2,31.55,36.5,41.65
2,1,RIGHT,23,7307,7625,319,576.4,31.3,46,41.45,RIGHT,3.37,7665,8084,420,682.1,31.5,49.4,41.6,LEFT,4.49,6867,7262,396,435.8,31.3,42,41.5
2,1,RIGHT,24,7665,8084,420,682.1,31.5,49.4,41.6,LEFT,0.98,8103,8399,297,651.4,31.4,47.5,41.5,LEFT,3.37,7307,7625,319,576.4,31.3,46,41.45
2,1,RIGHT,25,8103,8399,297,651.4,31.4,47.5,41.5,RIGHT,2.07,8425,8876,452,716.7,31.6,49.3,41.7,RIGHT,0.98,7665,8084,420,682.1,31.5,49.4,41.6
2,1,RIGHT,26,8425,8876,452,716.7,31.6,49.3,41.7,RIGHT,1.71,8899,9125,227,770.9,31.9,47.4,41.8,LEFT,2.07,8103,8399,297,651.4,31.4,47.5,41.5
2,1,RIGHT,27,8899,9125,227,770.9,31.9,47.4,41.8,RIGHT,1.41,9147,9406,260,815.6,32.1,54,42,LEFT,1.71,8425,8876,452,716.7,31.6,49.3,41.7
