RECORDING_SESSION_LABEL,TRIAL_INDEX,EYE_USED,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_DURATION,CURRENT_FIX_X,CURRENT_FIX_X_RESOLUTION,CURRENT_FIX_Y,CURRENT_FIX_Y_RESOLUTION,NEXT_FIX_DIRECTION,NEXT_FIX_DISTANCE,NEXT_FIX_START,NEXT_FIX_END,NEXT_FIX_DURATION,NEXT_FIX_X,NEXT_FIX_X_RESOLUTION,NEXT_FIX_Y,NEXT_FIX_Y_RESOLUTION,PREVIOUS_FIX_DIRECTION,PREVIOUS_FIX_DISTANCE,PREVIOUS_FIX_START,PREVIOUS_FIX_END,PREVIOUS_FIX_DURATION,PREVIOUS_FIX_X,PREVIOUS_FIX_X_RESOLUTION,PREVIOUS_FIX_Y,PREVIOUS_FIX_Y_RESOLUTION
8,1,LEFT,1,7,239,233,548.5,31.3,257.4,41.5,LEFT,3.54,270,403,134,438.1,31.3,243.6,41.5,.,.,.,.,.,.,.,.,.
8,1,LEFT,2,270,403,134,438.1,31.3,243.6,41.5,LEFT,8.66,464,560,97,181.8,32.3,111,42.1,RIGHT,3.54,7,239,233,548.5,31.3,257.4,41.5
8,1,LEFT,3,464,560,97,181.8,32.3,111,42.1,LEFT,1.88,584,764,181,121.4,32.7,99.5,42.4,RIGHT,8.66,270,403,134,438.1,31.3,243.6,41.5
8,1,LEFT,4,584,764,181,121.4,32.7,99.5,42.4,RIGHT,1.23,788,937,150,161.3,32.35,102.4,42.15,RIGHT,1.88,464,560,97,181.8,32.3,111,42.1
8,1,LEFT,5,788,937,150,161.3,32.35,102.4,42.15,RIGHT,3.09,965,1135,171,260.4,31.8,99.2,41.8,LEFT,1.23,584,764,181,121.4,32.7,99.5,42.4
8,1,LEFT,6,965,1135,171,260.4,31.8,99.2,41.8,RIGHT,3.69,1548,1801,254,375.2,31.4,71.4,41.5,LEFT,3.09,788,937,150,161.3,32.35,102.4,42.15
8,1,LEFT,7,1548,1801,254,375.2,31.4,71.4,41.5,LEFT,1.46,1930,2109,180,329.1,31.6,69.4,41.6,LEFT,3.69,965,1135,171,260.4,31.8,99.2,41.8
8,1,LEFT,8,1930,2109,180,329.1,31.6,69.4,41.6,LEFT,8.22,2163,2634,472,63.1,33.15,63.3,42.7,RIGHT,1.46,1548,1801,254,375.2,31.4,71.4,41.5
8,1,LEFT,9,2163,2634,472,63.1,33.15,63.3,42.7,RIGHT,5.45,3568,3874,307,240.4,31.9,64.3,41.9,RIGHT,8.22,1930,2109,180,329.1,31.6,69.4,41.6
8,1,LEFT,10,3568,3874,307,240.4,31.9,64.3,41.9,LEFT,4.44,3921,4153,233,96.8,32.85,63.6,42.5,LEFT,5.45,2163,2634,472,63.1,33.15,63.3,42.7
