RECORDING_SESSION_LABEL,TRIAL_INDEX,EYE_USED,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_DURATION,CURRENT_FIX_X,CURRENT_FIX_X_RESOLUTION,CURRENT_FIX_Y,CURRENT_FIX_Y_RESOLUTION,NEXT_FIX_DIRECTION,NEXT_FIX_DISTANCE,NEXT_FIX_START,NEXT_FIX_END,NEXT_FIX_DURATION,NEXT_FIX_X,NEXT_FIX_X_RESOLUTION,NEXT_FIX_Y,NEXT_FIX_Y_RESOLUTION,PREVIOUS_FIX_DIRECTION,PREVIOUS_FIX_DISTANCE,PREVIOUS_FIX_START,PREVIOUS_FIX_END,PREVIOUS_FIX_DURATION,PREVIOUS_FIX_X,PREVIOUS_FIX_X_RESOLUTION,PREVIOUS_FIX_Y,PREVIOUS_FIX_Y_RESOLUTION
4,4,RIGHT,94,23341,23527,187,413.2,31.5,429.7,42,RIGHT,2.9,23550,23768,219,504.2,31.45,422.6,42,LEFT,2.63,23155,23315,161,330.7,31.7,442.6,42.2
4,4,RIGHT,95,23550,23768,219,504.2,31.45,422.6,42,LEFT,0.78,23784,23985,202,479.7,31.5,423.8,42,LEFT,2.9,23341,23527,187,413.2,31.5,429.7,42
4,4,RIGHT,96,23784,23985,202,479.7,31.5,423.8,42,LEFT,1.28,24003,24119,117,439.5,31.5,424,42,RIGHT,0.78,23550,23768,219,504.2,31.45,422.6,42
4,4,RIGHT,97,24003,24119,117,439.5,31.5,424,42,LEFT,2.22,24144,24322,179,370,31.6,434.2,42.1,RIGHT,1.28,23784,23985,202,479.7,31.5,423.8,42
4,4,RIGHT,98,24144,24322,179,370,31.6,434.2,42.1,RIGHT,3.01,24349,24591,243,464.6,31.5,423.5,42,RIGHT,2.22,24003,24119,117,439.5,31.5,424,42
4,4,RIGHT,99,24349,24591,243,464.6,31.5,423.5,42,RIGHT,3.09,24619,24779,161,561.6,31.5,415.4,42,LEFT,3.01,24144,24322,179,370,31.6,434.2,42.1
4,4,RIGHT,100,24619,24779,161,561.6,31.5,415.4,42,RIGHT,2.44,24803,24976,174,638.5,31.6,418.3,42.1,LEFT,3.09,24349,24591,243,464.6,31.5,423.5,42
4,4,RIGHT,101,24803,24976,174,638.5,31.6,418.3,42.1,RIGHT,2.26,24999,25252,254,710.1,31.85,417,42.25,LEFT,2.44,24619,24779,161,561.6,31.5,415.4,42
4,4,RIGHT,102,24999,25252,254,710.1,31.85,417,42.25,RIGHT,3.12,25286,25448,163,810.4,32.4,414.2,42.6,LEFT,2.26,24803,24976,174,638.5,31.6,418.3,42.1
4,4,RIGHT,103,25286,25448,163,810.4,32.4,414.2,42.6,RIGHT,1.82,25467,25633,167,869.4,32.75,421.5,42.85,LEFT,3.12,24999,25252,254,710.1,31.85,417,42.25
4,4,RIGHT,104,25467,25633,167,869.4,32.75,421.5,42.85,LEFT,2.25,25805,26004,200,796.4,32.3,414.8,42.5,LEFT,1.82,25286,25448,163,810.4,32.4,414.2,42.6
4,4,RIGHT,105,25805,26004,200,796.4,32.3,414.8,42.5,RIGHT,4.1,26034,26248,215,930.7,33.2,421.4,43.1,RIGHT,2.25,25467,25633,167,869.4,32.75,421.5,42.85
4,4,RIGHT,106,26034,26248,215,930.7,33.2,421.4,43.1,RIGHT,0.82,26260,26404,145,957.7,33.5,426.7,43.35,LEFT,4.1,25805,26004,200,796.4,32.3,414.8,42.5
4,4,RIGHT,107,26260,26404,145,957.7,33.5,426.7,43.35,LEFT,25.48,26489,26619,131,112.2,33,497.1,43.2,LEFT,0.82,26034,26248,215,930.7,33.2,421.4,43.1
4,4,RIGHT,108,26489,26619,131,112.2,33,497.1,43.2,LEFT,1.45,26642,26792,151,64.2,33.4,501.9,43.5,RIGHT,25.48,26260,26404,145,957.7,33.5,426.7,43.35
4,4,RIGHT,109,26642,26792,151,64.2,33.4,501.9,43.5,RIGHT,2.12,26819,26956,138,134.4,32.8,496.8,43.1,RIGHT,1.45,26489,26619,131,112.2,33,497.1,43.2
4,4,RIGHT,110,26819,26956,138,134.4,32.8,496.8,43.1,RIGHT,1.57,26978,27228,251,185.7,32.5,498.8,42.9,LEFT,2.12,26642,26792,151,64.2,33.4,501.9,43.5
4,4,RIGHT,111,26978,27228,251,185.7,32.5,498.8,42.9,RIGHT,2.42,27253,27476,224,264,32.1,497.4,42.6,LEFT,1.57,26819,26956,138,134.4,32.8,496.8,43.1
4,4,RIGHT,112,27253,27476,224,264,32.1,497.4,42.6,RIGHT,1.87,27499,27757,259,323.9,31.85,495.4,42.5,LEFT,2.42,26978,27228,251,185.7,32.5,498.8,42.9
4,4,RIGHT,113,27499,27757,259,323.9,31.85,495.4,42.5,RIGHT,1.26,27774,28071,298,363.8,31.7,494.3,42.4,LEFT,1.87,27253,27476,224,264,32.1,497.4,42.6
4,4,RIGHT,114,27774,28071,298,363.8,31.7,494.3,42.4,LEFT,2,28094,28345,252,300.1,31.9,495.6,42.5,LEFT,1.26,27499,27757,259,323.9,31.85,495.4,42.5
4,4,RIGHT,115,28094,28345,252,300.1,31.9,495.6,42.5,RIGHT,1.13,28362,28579,218,335.8,31.8,490.5,42.4,RIGHT,2,27774,28071,298,363.8,31.7,494.3,42.4
4,4,RIGHT,116,28362,28579,218,335.8,31.8,490.5,42.4,LEFT,3.98,28709,29059,351,208.4,32.25,497.2,43,LEFT,1.13,28094,28345,252,300.1,31.9,495.6,42.5
4,4,RIGHT,117,28709,29059,351,208.4,32.25,497.2,43,RIGHT,3.86,29106,29165,60,331.6,31.8,482.4,42.4,RIGHT,3.98,28362,28579,218,335.8,31.8,490.5,42.4
4,4,RIGHT,118,29106,29165,60,331.6,31.8,482.4,42.4,RIGHT,2.21,29192,29360,169,401.6,31.6,484.5,42.25,LEFT,3.86,28709,29059,351,208.4,32.25,497.2,43
4,4,RIGHT,119,29192,29360,169,401.6,31.6,484.5,42.25,LEFT,1.5,29385,29535,151,354.2,31.7,490.3,42.4,LEFT,2.21,29106,29165,60,331.6,31.8,482.4,42.4
4,4,RIGHT,120,29385,29535,151,354.2,31.7,490.3,42.4,LEFT,4.29,29569,29761,193,217.2,32.3,501.2,42.8,RIGHT,1.5,29192,29360,169,401.6,31.6,484.5,42.25
4,4,RIGHT,121,29569,29761,193,217.2,32.3,501.2,42.8,RIGHT,3.76,29791,29967,177,337.5,31.8,491.7,42.4,RIGHT,4.29,29385,29535,151,354.2,31.7,490.3,42.4
4,4,RIGHT,122,29791,29967,177,337.5,31.8,491.7,42.4,RIGHT,1.74,29991,30276,286,392.3,31.6,485.1,42.3,LEFT,3.76,29569,29761,193,217.2,32.3,501.2,42.8
4,4,RIGHT,123,29991,30276,286,392.3,31.6,485.1,42.3,RIGHT,2.45,30302,30384,83,469.1,31.5,471.9,42.15,LEFT,1.74,29791,29967,177,337.5,31.8,491.7,42.4
4,4,RIGHT,124,30302,30384,83,469.1,31.5,471.9,42.15,.,0.48,30538,30592,55,470.8,31.55,451.6,42.15,LEFT,2.45,29991,30276,286,392.3,31.6,485.1,42.3
4,4,RIGHT,125,30538,30592,55,470.8,31.55,451.6,42.15,RIGHT,3.2,30619,30960,342,571.4,31.55,462.3,42.15,.,0.48,30302,30384,83,469.1,31.5,471.9,42.15
4,4,RIGHT,126,30619,30960,342,571.4,31.55,462.3,42.15,RIGHT,1.55,30979,31143,165,620.2,31.7,466.9,42.3,LEFT,3.2,30538,30592,55,470.8,31.55,451.6,42.15
4,4,RIGHT,127,30979,31143,165,620.2,31.7,466.9,42.3,RIGHT,2.97,31170,31639,470,714.9,32,465,42.45,LEFT,1.55,30619,30960,342,571.4,31.55,462.3,42.15
4,4,RIGHT,128,31170,31639,470,714.9,32,465,42.45,LEFT,1.02,31654,31773,120,682.2,31.9,466.6,42.4,LEFT,2.97,30979,31143,165,620.2,31.7,466.9,42.3
4,4,RIGHT,129,31654,31773,120,682.2,31.9,466.6,42.4,RIGHT,3.56,31804,31971,168,796.7,32.4,468,42.8,RIGHT,1.02,31170,31639,470,714.9,32,465,42.45
4,4,RIGHT,130,31804,31971,168,796.7,32.4,468,42.8,RIGHT,1.56,31991,32116,126,847.5,32.7,468.8,43,LEFT,3.56,31654,31773,120,682.2,31.9,466.6,42.4
4,4,RIGHT,131,31991,32116,126,847.5,32.7,468.8,43,RIGHT,3.01,32160,32283,124,946.5,33.35,456.9,43.4,LEFT,1.56,31804,31971,168,796.7,32.4,468,42.8
4,4,RIGHT,132,32160,32283,124,946.5,33.35,456.9,43.4,LEFT,26.23,32481,32706,226,71.6,33.5,530.2,43.65,LEFT,3.01,31991,32116,126,847.5,32.7,468.8,43
4,4,RIGHT,133,32481,32706,226,71.6,33.5,530.2,43.65,RIGHT,0.96,32721,32942,222,100.3,33.2,548.9,43.5,RIGHT,26.23,32160,32283,124,946.5,33.35,456.9,43.4
4,4,RIGHT,134,32721,32942,222,100.3,33.2,548.9,43.5,RIGHT,23,33024,33158,135,858,32.8,492.8,43.1,LEFT,0.96,32481,32706,226,71.6,33.5,530.2,43.65
4,4,RIGHT,135,33024,33158,135,858,32.8,492.8,43.1,RIGHT,2.57,33182,33346,165,942.1,33.35,477,43.45,LEFT,23,32721,32942,222,100.3,33.2,548.9,43.5
4,4,RIGHT,136,33182,33346,165,942.1,33.35,477,43.45,LEFT,23.34,33430,33584,155,174.8,32.8,586.5,43.4,LEFT,2.57,33024,33158,135,858,32.8,492.8,43.1
4,4,RIGHT,137,33430,33584,155,174.8,32.8,586.5,43.4,LEFT,1.36,33604,33716,113,130.9,33.1,599,43.7,RIGHT,23.34,33182,33346,165,942.1,33.35,477,43.45
4,4,RIGHT,138,33604,33716,113,130.9,33.1,599,43.7,.,.,.,.,.,.,.,.,.,RIGHT,1.36,33430,33584,155,174.8,32.8,586.5,43.4
