RECORDING_SESSION_LABEL,TRIAL_INDEX,EYE_USED,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_DURATION,CURRENT_FIX_X,CURRENT_FIX_X_RESOLUTION,CURRENT_FIX_Y,CURRENT_FIX_Y_RESOLUTION,NEXT_FIX_DIRECTION,NEXT_FIX_DISTANCE,NEXT_FIX_START,NEXT_FIX_END,NEXT_FIX_DURATION,NEXT_FIX_X,NEXT_FIX_X_RESOLUTION,NEXT_FIX_Y,NEXT_FIX_Y_RESOLUTION,PREVIOUS_FIX_DIRECTION,PREVIOUS_FIX_DISTANCE,PREVIOUS_FIX_START,PREVIOUS_FIX_END,PREVIOUS_FIX_DURATION,PREVIOUS_FIX_X,PREVIOUS_FIX_X_RESOLUTION,PREVIOUS_FIX_Y,PREVIOUS_FIX_Y_RESOLUTION
7,1,RIGHT,1,7,338,332,367.2,31.5,254.1,41.6,LEFT,8.54,399,511,113,112.4,32.7,121.3,42.35,.,.,.,.,.,.,.,.,.
7,1,RIGHT,2,399,511,113,112.4,32.7,121.3,42.35,UP,2.57,545,719,175,89.4,32.95,16.2,42.6,RIGHT,8.54,7,338,332,367.2,31.5,254.1,41.6
7,1,RIGHT,3,545,719,175,89.4,32.95,16.2,42.6,RIGHT,1.38,745,953,209,134.5,32.6,14.2,42.4,DOWN,2.57,399,511,113,112.4,32.7,121.3,42.35
7,1,RIGHT,4,745,953,209,134.5,32.6,14.2,42.4,RIGHT,1.36,980,1261,282,178.2,32.3,21.3,42.2,LEFT,1.38,545,719,175,89.4,32.95,16.2,42.6
7,1,RIGHT,5,980,1261,282,178.2,32.3,21.3,42.2,RIGHT,2.05,1297,1576,280,244,31.95,21.6,41.95,LEFT,1.36,745,953,209,134.5,32.6,14.2,42.4
7,1,RIGHT,6,1297,1576,280,244,31.95,21.6,41.95,RIGHT,1.49,1601,1768,168,290.6,31.7,33.1,41.7,LEFT,2.05,980,1261,282,178.2,32.3,21.3,42.2
7,1,RIGHT,7,1601,1768,168,290.6,31.7,33.1,41.7,RIGHT,1.83,1806,2091,286,348.4,31.5,36.2,41.6,LEFT,1.49,1297,1576,280,244,31.95,21.6,41.95
7,1,RIGHT,8,1806,2091,286,348.4,31.5,36.2,41.6,RIGHT,2.28,2129,2362,234,419.9,31.35,34.3,41.5,LEFT,1.83,1601,1768,168,290.6,31.7,33.1,41.7
7,1,RIGHT,9,2129,2362,234,419.9,31.35,34.3,41.5,RIGHT,1.62,2400,2638,239,470.6,31.3,31.4,41.5,LEFT,2.28,1806,2091,286,348.4,31.5,36.2,41.6
7,1,RIGHT,10,2400,2638,239,470.6,31.3,31.4,41.5,RIGHT,2.02,2666,2838,173,533.7,31.3,32.4,41.45,LEFT,1.62,2129,2362,234,419.9,31.35,34.3,41.5
7,1,RIGHT,11,2666,2838,173,533.7,31.3,32.4,41.45,RIGHT,2,2867,3001,135,596,31.3,38.7,41.5,LEFT,2.02,2400,2638,239,470.6,31.3,31.4,41.5
