RECORDING_SESSION_LABEL,TRIAL_INDEX,EYE_USED,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_DURATION,CURRENT_FIX_X,CURRENT_FIX_X_RESOLUTION,CURRENT_FIX_Y,CURRENT_FIX_Y_RESOLUTION,NEXT_FIX_DIRECTION,NEXT_FIX_DISTANCE,NEXT_FIX_START,NEXT_FIX_END,NEXT_FIX_DURATION,NEXT_FIX_X,NEXT_FIX_X_RESOLUTION,NEXT_FIX_Y,NEXT_FIX_Y_RESOLUTION,PREVIOUS_FIX_DIRECTION,PREVIOUS_FIX_DISTANCE,PREVIOUS_FIX_START,PREVIOUS_FIX_END,PREVIOUS_FIX_DURATION,PREVIOUS_FIX_X,PREVIOUS_FIX_X_RESOLUTION,PREVIOUS_FIX_Y,PREVIOUS_FIX_Y_RESOLUTION
11,1,RIGHT,1,41,404,364,305.9,31.6,178.7,41.65,LEFT,5.5,597,763,167,168.9,32.4,33.9,42.2,.,.,.,.,.,.,.,.,.
11,1,RIGHT,2,597,763,167,168.9,32.4,33.9,42.2,LEFT,0.65,776,1139,364,147.9,32.55,37.4,42.3,RIGHT,5.5,41,404,364,305.9,31.6,178.7,41.65
11,1,RIGHT,3,776,1139,364,147.9,32.55,37.4,42.3,RIGHT,2.42,1166,1472,307,225.7,32,44.8,42,RIGHT,0.65,597,763,167,168.9,32.4,33.9,42.2
11,1,RIGHT,4,1166,1472,307,225.7,32,44.8,42,.,0.37,1480,1638,159,214,32.1,47.6,42,LEFT,2.42,776,1139,364,147.9,32.55,37.4,42.3
11,1,RIGHT,5,1480,1638,159,214,32.1,47.6,42,RIGHT,0.78,2343,2537,195,239,32,49.7,41.9,.,0.37,1166,1472,307,225.7,32,44.8,42
11,1,RIGHT,6,2343,2537,195,239,32,49.7,41.9,RIGHT,2.77,2566,2790,225,326.9,31.6,54,41.65,LEFT,0.78,1480,1638,159,214,32.1,47.6,42
11,1,RIGHT,7,2566,2790,225,326.9,31.6,54,41.65,LEFT,5.69,2834,3105,272,144.7,32.55,44.1,42.3,LEFT,2.77,2343,2537,195,239,32,49.7,41.9
11,1,RIGHT,8,2834,3105,272,144.7,32.55,44.1,42.3,RIGHT,3.69,3144,3298,155,263.4,31.85,42.6,41.8,RIGHT,5.69,2566,2790,225,326.9,31.6,54,41.65
11,1,RIGHT,9,3144,3298,155,263.4,31.85,42.6,41.8,RIGHT,2.83,3325,3571,247,352.9,31.5,48.3,41.6,LEFT,3.69,2834,3105,272,144.7,32.55,44.1,42.3
11,1,RIGHT,10,3325,3571,247,352.9,31.5,48.3,41.6,RIGHT,2.26,3598,3854,257,424,31.3,49.8,41.5,LEFT,2.83,3144,3298,155,263.4,31.85,42.6,41.8
11,1,RIGHT,11,3598,3854,257,424,31.3,49.8,41.5,RIGHT,2.05,3879,4038,160,488.2,31.3,51.5,41.4,LEFT,2.26,3325,3571,247,352.9,31.5,48.3,41.6
11,1,RIGHT,12,3879,4038,160,488.2,31.3,51.5,41.4,RIGHT,2.07,4062,4229,168,552.9,31.3,53.3,41.4,LEFT,2.05,3598,3854,257,424,31.3,49.8,41.5
11,1,RIGHT,13,4062,4229,168,552.9,31.3,53.3,41.4,RIGHT,3.3,4262,4492,231,656.2,31.45,47.5,41.6,LEFT,2.07,3879,4038,160,488.2,31.3,51.5,41.4
11,1,RIGHT,14,4262,4492,231,656.2,31.45,47.5,41.6,RIGHT,2.92,4520,4720,201,748.6,31.8,49.3,41.8,LEFT,3.3,4062,4229,168,552.9,31.3,53.3,41.4
11,1,RIGHT,15,4520,4720,201,748.6,31.8,49.3,41.8,RIGHT,3.35,4754,5153,400,856.3,32.45,48.1,42.25,LEFT,2.92,4262,4492,231,656.2,31.45,47.5,41.6
11,1,RIGHT,16,4754,5153,400,856.3,32.45,48.1,42.25,RIGHT,3.38,5195,5305,111,964.2,33.25,15.1,42.8,LEFT,3.35,4520,4720,201,748.6,31.8,49.3,41.8
11,1,RIGHT,17,5195,5305,111,964.2,33.25,15.1,42.8,LEFT,25.31,5410,5541,132,131,32.65,64.9,42.35,LEFT,3.38,4754,5153,400,856.3,32.45,48.1,42.25
11,1,RIGHT,18,5410,5541,132,131,32.65,64.9,42.35,LEFT,1.61,5566,5739,174,79.8,33.05,82.7,42.6,RIGHT,25.31,5195,5305,111,964.2,33.25,15.1,42.8
11,1,RIGHT,19,5566,5739,174,79.8,33.05,82.7,42.6,.,0.23,5748,5879,132,72.6,33.1,85.7,42.6,RIGHT,1.61,5410,5541,132,131,32.65,64.9,42.35
11,1,RIGHT,20,5748,5879,132,72.6,33.1,85.7,42.6,RIGHT,4.19,5911,6226,316,208.9,32.1,95.5,42,.,0.23,5566,5739,174,79.8,33.05,82.7,42.6
11,1,RIGHT,21,5911,6226,316,208.9,32.1,95.5,42,LEFT,1.45,6250,6425,176,162.2,32.4,100,42.2,LEFT,4.19,5748,5879,132,72.6,33.1,85.7,42.6
11,1,RIGHT,22,6250,6425,176,162.2,32.4,100,42.2,LEFT,0.8,6441,6672,232,136.5,32.6,104.6,42.25,RIGHT,1.45,5911,6226,316,208.9,32.1,95.5,42
11,1,RIGHT,23,6441,6672,232,136.5,32.6,104.6,42.25,RIGHT,4.64,6707,6984,278,285.1,31.7,122.9,41.7,RIGHT,0.8,6250,6425,176,162.2,32.4,100,42.2
